227,assist09,0,0,0.7563251590359918,0
211,assist09,0,0,0.7603472608706883,0
462,assist09,0,0,0.7585980410804819,0
428,assist09,0,0,0.7512019575105613,0
427,assist09,0,0,0.7504474611773713,0
446,assist09,0,0,0.7656839193419234,0
331,assist09,0,0,0.7447933177878439,0
440,assist09,0,0,0.7482771981486308,0
414,assist09,0,0,0.7533654105817348,0
381,assist09,0,0,0.7619971492108668,0
320,assist09,0,0,0.7550524014493468,0
87,assist09,0,0,0.7501830469628763,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
274,assist09,0,0,0.746907927025434,0
23,assist09,0,0,0.7561138155252943,0
266,assist09,0,0,0.7679654899529643,0
399,assist09,0,0,0.7617726554372815,0
